LATITUDE	LONGITUDE	LGA_CODE22	LGA_NAME22	STE_CODE21	STE_NAME21	AREASQKM	SHAPE_Area	SHAPE_Leng
-34.58267962131471	150.77387386639867	16900	Shellharbour	1	New South Wales	147.4208	0.0144842865484	0.998827326581
-35.0944139665499	150.3733166930861	16950	Shoalhaven	1	New South Wales	4567.2011	0.451483937776	5.47172197983
-32.660365769716826	150.9645386656682	17000	Singleton	1	New South Wales	4892.7168	0.470305862737	4.66072986311
-36.39646234881955	148.95887383544405	17040	Snowy Monaro	1	New South Wales	15164.7904	1.52339233594	7.74920292832
-35.733772047454366	148.24920421388737	17080	Snowy Valleys	1	New South Wales	8958.9215	0.89256004373	8.20235147794
-33.88041304649226	151.07644258204192	17100	Strathfield	1	New South Wales	14.0008	0.00136437864606	0.207187235983
-34.075127591475	151.05101573476804	17150	Sutherland	1	New South Wales	333.5806	0.0325804048323	2.46696284943
-33.889442389936754	151.2027614840332	17200	Sydney	1	New South Wales	26.6762	0.00259985097967	0.416790891645
-30.892504231785548	150.9070639459768	17310	Tamworth	1	New South Wales	9884.3505	0.932488898784	7.72529050954
-34.387926588976285	147.48366224619824	17350	Temora	1	New South Wales	2802.0159	0.274671137173	3.0374174289
-28.943810604934864	152.08639569287996	17400	Tenterfield	1	New South Wales	7324.3072	0.677841796053	6.59346573851
-33.58824783474253	150.96203959079412	17420	The Hills	1	New South Wales	386.1583	0.0375057950259	1.43997379564
-28.359970611373825	153.3562969942305	17550	Tweed	1	New South Wales	1307.7853	0.120371841109	2.45937092694
-31.969242530088465	150.72652708950545	17620	Upper Hunter	1	New South Wales	8096.0889	0.772421436185	7.33841577913
-34.41770949129019	149.45567514121282	17640	Upper Lachlan	1	New South Wales	7127.3957	0.698920654462	7.51696370328
-30.50766289639287	151.3123350222083	17650	Uralla	1	New South Wales	3226.5327	0.303198637362	4.08540457076
-35.19660367964852	147.36635675648552	17750	Wagga Wagga	1	New South Wales	4824.4888	0.477504288253	4.61422490985
-31.163889344236164	151.78453438527623	17850	Walcha	1	New South Wales	6261.0243	0.592307578223	5.18755356421
-29.816664884909788	148.194459455033	17900	Walgett	1	New South Wales	22308.2528	2.08200890506	9.79976669195
-31.325639817706236	147.6798502071593	17950	Warren	1	New South Wales	10753.7672	1.01906488124	7.78689281448
-31.462793948432836	149.40539851017766	18020	Warrumbungle	1	New South Wales	12372.12	1.17410404995	8.24068234481
-33.890038273092365	151.26685147311323	18050	Waverley	1	New South Wales	9.3506	0.000911319805297	0.19917960432
-33.87190035957245	148.01124919954114	18100	Weddin	1	New South Wales	3414.8566	0.332745744876	4.17107635371
-33.57019715184354	142.2428975114602	18200	Wentworth	1	New South Wales	26255.9338	2.54964667273	11.2720742289
-33.801085715106645	151.19637598553714	18250	Willoughby	1	New South Wales	22.4257	0.00218348435249	0.351358335439
-34.47692413686195	150.35626456292383	18350	Wingecarribee	1	New South Wales	2689.3415	0.263902869061	3.36732531697
-34.10192822144222	150.44380064347186	18400	Wollondilly	1	New South Wales	2555.4341	0.249664527387	3.85033212962
-34.36883816924149	150.83714578479893	18450	Wollongong	1	New South Wales	684.3076	0.0670651892945	2.15330905424
-33.87168279237287	151.25739737765593	18500	Woollahra	1	New South Wales	12.2584	0.00119428749491	0.299721140724
-34.954167553575985	148.88499400840752	18710	Yass Valley	1	New South Wales	3995.017	0.394254371582	3.98512887191
-30.65452347849223	142.21579407928073	19399	Unincorporated NSW	1	New South Wales	93208.9194	8.77370599512	19.3689594458
-36.853555839557345	146.97417730807172	20110	Alpine	2	Victoria	4788.157	0.483800791091	4.53221034453
-37.472695765387066	142.8431972695711	20260	Ararat	2	Victoria	4211.1172	0.428937463065	3.97775697668
-37.49284031560874	143.78147682479025	20570	Ballarat	2	Victoria	739.0321	0.0752963774161	1.65178093041
-37.7304278195291	145.0851467940733	20660	Banyule	2	Victoria	62.5402	0.00639216951918	0.582851741117
-38.507275500023276	145.5580614109048	20740	Bass Coast	2	Victoria	865.8094	0.0894208952983	2.90807979695
-37.98398604639274	146.13150842041037	20830	Baw Baw	2	Victoria	4027.6287	0.413041546375	4.35965631919
-37.941825905441554	145.0181598603199	20910	Bayside (Vic.)	2	Victoria	37.2111	0.0038138552608	0.329052264237
-36.58698987048147	146.0237674772728	21010	Benalla	2	Victoria	2352.6398	0.236905020908	2.81937607742
-37.81927311411663	145.0630950452066	21110	Boroondara	2	Victoria	60.1776	0.00615776564833	0.481249885373
-37.747539768796294	144.80331666945415	21180	Brimbank	2	Victoria	123.3991	0.0126148029731	0.695486430749
-35.9124379812523	143.00485054300543	21270	Buloke	2	Victoria	7998.247	0.798610321406	5.49130422225
-36.34516564481898	144.71641877438174	21370	Campaspe	2	Victoria	4519.073	0.45366679822	5.40826774695
-38.08300066943651	145.57269112292934	21450	Cardinia	2	Victoria	1282.5671	0.131704412061	2.126605684
-38.104337028327606	145.30901679316483	21610	Casey	2	Victoria	409.4287	0.0420556564646	1.21242615161
-37.007149210351315	143.71384688398805	21670	Central Goldfields	2	Victoria	1532.7843	0.155181575004	2.52517193331
-38.451947663723516	143.59518787847986	21750	Colac Otway	2	Victoria	3437.47	0.354757302648	3.99196335971
-38.20431003533518	143.19865740551398	21830	Corangamite	2	Victoria	4407.492	0.453341919664	5.72787376002
-37.73344545296745	145.01433908040192	21890	Darebin	2	Victoria	53.4712	0.00546522517944	0.463812946039
-37.37802550425775	148.29169479753824	22110	East Gippsland	2	Victoria	20939.5016	2.13024946059	9.19356175524
-38.134595049557674	145.1738046758298	22170	Frankston	2	Victoria	129.5981	0.0133174754292	0.505340329381
-35.751520381848245	143.80397696706655	22250	Gannawarra	2	Victoria	3737.5979	0.372444061463	4.28281899926
-37.901192668928346	145.04260846342464	22310	Glen Eira	2	Victoria	38.6908	0.00396346924847	0.292677635147
-37.87048376873872	141.38572038145415	22410	Glenelg	2	Victoria	6218.7884	0.636786136238	4.79503753924
-37.882051982013074	143.84251718051175	22490	Golden Plains	2	Victoria	2703.3899	0.276860027201	3.60041038635
-36.73442797624123	144.42265202449542	22620	Greater Bendigo	2	Victoria	2999.9717	0.302658611773	3.70065805003
-38.00557618600499	145.19001498693441	22670	Greater Dandenong	2	Victoria	129.5466	0.01328915943	0.523487083271
-38.068945467103084	144.41716837980718	22750	Greater Geelong	2	Victoria	1247.9872	0.128129574184	3.15253035719
-36.39698139729883	145.38620514866415	22830	Greater Shepparton	2	Victoria	2421.9092	0.24329210063	3.10054891201
-37.31692382770933	144.05756664378748	22910	Hepburn	2	Victoria	1472.9843	0.149728904489	2.80118022465
-36.05150462138313	141.75256079770003	22980	Hindmarsh	2	Victoria	7524.1823	0.752586094526	4.32909320264
-37.854707451306034	144.82976362611038	23110	Hobsons Bay	2	Victoria	64.2405	0.00657662064102	0.559519808441
-36.82573189071048	142.0904566277035	23190	Horsham	2	Victoria	4266.769	0.430967375735	4.56881131869
-37.58916906334317	144.82454025674912	23270	Hume	2	Victoria	503.8488	0.051400039977	1.32007633075
-36.22550505767535	146.7229555808545	23350	Indigo	2	Victoria	2040.471	0.204532454536	4.2975134887
-37.988570381209975	145.10507817251985	23430	Kingston (Vic.)	2	Victoria	91.3676	0.00937048258869	0.537643666408
-37.88896910923942	145.25867555598305	23670	Knox	2	Victoria	113.9114	0.0116670126863	0.75704302599
-38.274551492972826	146.43814071994802	23810	Latrobe (Vic.)	2	Victoria	1425.613	0.146772644205	3.02988268369
-36.363892116579045	143.86714855686387	23940	Loddon	2	Victoria	6696.4447	0.672413519551	4.80748126242
-37.33565453572085	144.61661964585284	24130	Macedon Ranges	2	Victoria	1748.284	0.177756682699	2.72075922093
-37.76157719885159	145.18856671982763	24210	Manningham	2	Victoria	113.3479	0.0115896052647	0.898695030076
-37.20041398319294	146.2068415288026	24250	Mansfield	2	Victoria	3843.8535	0.390139637191	4.42842789845
-37.795254242748335	144.87777823910906	24330	Maribyrnong	2	Victoria	31.2258	0.00319429851403	0.291031752817
-37.80485917462079	145.26526733049667	24410	Maroondah	2	Victoria	61.4097	0.00628276752944	0.390701336827
-37.81064089432689	144.94377212096697	24600	Melbourne	2	Victoria	37.5452	0.00384126308132	0.414391862894
-37.692992444920726	144.62598782066712	24650	Melton	2	Victoria	527.5374	0.0538904203489	1.08654622531
-34.8692177753551	141.68288322027712	24780	Mildura	2	Victoria	22081.9206	2.1769867373	9.06001825686
-37.13751729079375	145.00161116282268	24850	Mitchell	2	Victoria	2862.0837	0.290252182766	4.26685874092
-36.061892720753676	145.55035923637624	24900	Moira	2	Victoria	4045.9201	0.404724111838	5.85381216899
-37.89712832195203	145.144039360757	24970	Monash	2	Victoria	81.4829	0.00834638720023	0.521077222637
-37.74948675687318	144.89576762235933	25060	Moonee Valley	2	Victoria	43.1384	0.00441029937209	0.395385900979
-37.63276192180822	144.21565645393525	25150	Moorabool	2	Victoria	2110.5504	0.215431127051	2.88892005015
-37.72990539369868	144.94889394371697	25250	Moreland	2	Victoria	50.9522	0.00520744630679	0.429650273183
-38.34167720053058	145.03529507454172	25340	Mornington Peninsula	2	Victoria	723.992	0.0746058983063	2.19914587382
-37.050777025468484	144.1929428452309	25430	Mount Alexander	2	Victoria	1529.6183	0.154948158891	2.67114099327
-38.12244096804266	142.49004200831953	25490	Moyne	2	Victoria	5481.686	0.563204974649	5.2986966116
-37.31096792010989	145.63011122589467	25620	Murrindindi	2	Victoria	3879.7505	0.394344097948	4.34035626572
-37.62290148353157	145.23681025554038	25710	Nillumbik	2	Victoria	432.3373	0.04412429346	1.53492750883
-36.844615698748115	142.91964937738874	25810	Northern Grampians	2	Victoria	5729.8765	0.578889679232	5.87624092639
-37.851895688858626	144.96602818911785	25900	Port Phillip	2	Victoria	20.6141	0.00211036748649	0.317319091688
-37.31644466813963	143.3750473449153	25990	Pyrenees	2	Victoria	3434.5687	0.34912469512	3.9974025687
-38.26426711616422	144.6477213405367	26080	Queenscliffe	2	Victoria	8.6166	0.000887012416579	0.381777481162
-38.62136402315842	146.07599753103213	26170	South Gippsland	2	Victoria	3296.3307	0.340980227336	6.07073735513
-37.53651999315194	142.03310044731379	26260	Southern Grampians	2	Victoria	6654.0186	0.678338642974	5.28969085069
-37.857941671732945	145.033662825705	26350	Stonnington	2	Victoria	25.651	0.00262620674551	0.307390939335
-36.76031830915428	145.4349234778788	26430	Strathbogie	2	Victoria	3303.2568	0.333366101595	3.95388873365
-38.31228857230335	144.05312809600287	26490	Surf Coast	2	Victoria	1552.944	0.159963518995	2.31778897911
-35.12019035424135	143.1254814449288	26610	Swan Hill	2	Victoria	6115.5373	0.60473073557	6.64671443498
-36.354421292131285	147.59885849022834	26670	Towong	2	Victoria	6675.1725	0.670190785273	5.51298653361
-36.58825585081767	146.42839128789257	26700	Wangaratta	2	Victoria	3645.1096	0.367056625266	4.08117023974
-38.37143053697708	142.51182018882716	26730	Warrnambool	2	Victoria	120.9487	0.0124685266731	0.715800776962
-37.89433871830871	146.91935880624496	26810	Wellington	2	Victoria	10817.4231	1.10804741684	12.1059460762
-36.67556247928258	141.2793538022718	26890	West Wimmera	2	Victoria	9108.6794	0.91830625007	6.07784901053
-37.83023535905878	145.15506581632744	26980	Whitehorse	2	Victoria	64.2801	0.00657837419719	0.401704336842
-37.54719933184962	145.07769860319686	27070	Whittlesea	2	Victoria	489.6938	0.0499281299814	1.41731031706
-36.15049053298884	146.88261581623775	27170	Wodonga	2	Victoria	433.0021	0.0433622342806	1.54857465066
-37.886633815355964	144.6182583721413	27260	Wyndham	2	Victoria	542.0943	0.0555203366529	1.29398597208
-37.80226765943099	144.99855448623887	27350	Yarra	2	Victoria	19.5421	0.00199917013228	0.419874871978
-37.714263256078446	145.69704243245013	27450	Yarra Ranges	2	Victoria	2468.2052	0.252213478595	3.66857683579
-35.99005082070426	142.41901577281598	27630	Yarriambiack	2	Victoria	7325.797	0.732179304931	5.44392048312
-37.89936603640546	145.89236879598576	29399	Unincorporated Vic	2	Victoria	283.1903	0.0290105239843	3.01730523189
-13.609363408495257	141.82845473190068	30250	Aurukun	3	Queensland	7423.9891	0.620106954932	5.30375430813
-28.315906322362547	148.11615269172344	30300	Balonne	3	Queensland	31104.0851	2.86180395294	8.83468666049
-24.93515404348315	149.93871015419788	30370	Banana	3	Queensland	28550.1626	2.55191664857	12.1009351798
-23.113673818830332	145.69342808346588	30410	Barcaldine	3	Queensland	53382.654	4.70594208031	14.9491410833
-25.13105769417565	142.2674676343853	30450	Barcoo	3	Queensland	61830.1679	5.53537498389	16.7432479896
-24.78561714410623	145.7912629203949	30760	Blackall Tambo	3	Queensland	30537.248	2.72623871598	10.8887054692
-22.480432532176206	139.2464472036322	30900	Boulia	3	Queensland	60906.4695	5.34486093696	14.3372865228
-27.437828441903026	153.0390093293546	31000	Brisbane	3	Queensland	1342.7173	0.12256082971	5.16421899432
-28.021280379586063	142.59485907033488	31750	Bulloo	3	Queensland	73722.0101	6.76494159581	12.2392696666
-24.9678031381682	152.03577330079733	31820	Bundaberg	3	Queensland	6431.0889	0.574957284726	6.13416584066
-19.82356963935566	147.24311277677225	31900	Burdekin	3	Queensland	5043.9318	0.434918112695	4.56183505328
-18.03136328705137	138.94775986634914	31950	Burke	3	Queensland	39681.2234	3.38610202439	12.9482083828
-17.160145527013643	145.81900858743003	32080	Cairns	3	Queensland	1689.3227	0.143469664245	3.0789901495
-17.444383585928875	141.36475387536512	32250	Carpentaria	3	Queensland	64121.0123	5.45484868085	20.22820583
-17.959538148347725	145.9259799798393	32260	Cassowary Coast	3	Queensland	4687.824	0.399845993639	7.26480831598
-24.031443958733423	148.41581888300965	32270	Central Highlands (Qld)	3	Queensland	59834.8359	5.31084277611	18.8752489743
-20.148849428487594	145.7882103755524	32310	Charters Towers	3	Queensland	68382.1644	5.90883555496	16.856804587
-26.288795873847462	151.93599932367368	32330	Cherbourg	3	Queensland	31.6002	0.00285579540244	0.372955692292
-20.817690902822317	140.26477045025447	32450	Cloncurry	3	Queensland	47971.2595	4.16293838678	15.7761935978
-14.23595570937671	143.25967054853427	32500	Cook	3	Queensland	105717.7521	8.8559500705	34.6211334615
-18.554086113188134	142.21680897371297	32600	Croydon	3	Queensland	29497.9025	2.52452725574	10.7421344802
-24.630248432092824	139.73198957258978	32750	Diamantina	3	Queensland	94722.429	8.44655710054	15.6812048494
-17.59651504705211	138.78096134697137	32770	Doomadgee	3	Queensland	1827.6518	0.155569827518	2.4008713296
-16.22202752034613	145.28670457310125	32810	Douglas	3	Queensland	2427.8626	0.205206727301	3.65216319154
-18.50460758583595	143.66041285056002	33100	Etheridge	3	Queensland	39199.2956	3.35381948782	9.7584362446
-20.973866909980032	144.32173490234823	33200	Flinders (Qld)	3	Queensland	41199.9375	3.57868686233	10.4039400374
-25.527889195092108	152.6767377724513	33220	Fraser Coast	3	Queensland	7104.5984	0.638043326717	10.2944071137
-24.17631045147915	151.30703742528598	33360	Gladstone	3	Queensland	10484.2861	0.931560166809	12.5680804123
-27.980488664622314	153.31847696281974	33430	Gold Coast	3	Queensland	1333.386	0.122303288318	4.21767505194
-28.37367139066373	150.33989992973838	33610	Goondiwindi	3	Queensland	19265.7098	1.77350803729	10.9317173209
-26.147024863619674	152.46364141299543	33620	Gympie	3	Queensland	6883.9781	0.62140087469	7.26482425906
-18.661881738460742	146.04761638815336	33800	Hinchinbrook	3	Queensland	2807.1889	0.240385260619	3.26986435765
-15.167737075697906	145.19157429921526	33830	Hope Vale	3	Queensland	1111.7099	0.0934909789047	2.86582566989
-27.66560288714105	152.6674686694407	33960	Ipswich	3	Queensland	1093.8562	0.100047935034	2.43656281829
-22.238088523833063	147.89185876662012	33980	Isaac	3	Queensland	58707.9192	5.14306907912	19.639683554
-15.319514330315553	141.81057160037568	34420	Kowanyama	3	Queensland	2555.3325	0.21503497678	2.70647410373
-22.79597139490119	150.19348123472685	34530	Livingstone	3	Queensland	11757.8686	1.03408316762	16.3742108781
-13.005328153311712	143.24029949711	34570	Lockhart River	3	Queensland	3576.6839	0.298017953871	4.72616602311
-27.642717232316354	152.2405582620599	34580	Lockyer Valley	3	Queensland	2269.0054	0.20748900791	3.04833161948
-27.762383534312317	153.04021302345805	34590	Logan	3	Queensland	958.1333	0.087710116463	2.10006678857
-23.718120577200107	143.95932639038926	34710	Longreach	3	Queensland	40572.2442	3.59263441327	11.3054076713
-21.139078868539045	148.80425007944743	34770	Mackay	3	Queensland	7613.2963	0.661989042654	10.6126392654
-20.533984091534183	141.58697204807027	34800	McKinlay	3	Queensland	40736.7989	3.52848868111	11.6981880018
-12.14170326856245	141.9198069417827	34830	Mapoon	3	Queensland	537.2366	0.0446182767539	2.27095410242
-26.54427082166779	148.2876988765731	34860	Maranoa	3	Queensland	58719.3449	5.31867477382	14.3841372997
-16.984723769639942	143.95517928863168	34880	Mareeba	3	Queensland	53491.0502	4.53882534446	12.8666011393
-27.11798048655317	152.8831261925374	35010	Moreton Bay	3	Queensland	2041.4737	0.185817552485	3.70768770081
-16.63181963024153	139.40132008140895	35250	Mornington	3	Queensland	1247.6932	0.105674100218	5.08631369812
